numero,date,code,annee,titre,mode,type,entité,sous-entité,montant,devise,taxes,titulaire
172,2011-03-07,T0172/11,2010,Travaux d'entretien périodique de la RN1 entre Fass Mbao et Rufisque,Appel d'offres ouvert,Travaux,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,496942250.00,F CFA,TTC,SOGEC sarl
173,2011-03-08,F0173/11,2011,Avenant n° 1 au marché n° F0326/10 relatif à la fourniture de gaz médicaux,Avenant,Fournitures,Centre Hospitalier National de Pikine, CHNP,39675000.00,F CFA,TTC,SAHEL GAZ
177,2011-03-08,F0176/11,2010,"Fourniture de : A- petits matériels et consommables médico-pharmaceutiques - B - produits et réactifs de laboratoire (lots n° 2 (sous-lots 2-1, 2-3, 2-4, 5-2) et 6 (sous-lots 6-1, 6-5))",Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,2224000.00,F CFA,HD-HT,Biotechnology Equipements
176,2011-03-08,F0177/11,2010,"Fourniture de : A- petits matériels et consommables médico-pharmaceutiques - B - produits et réactifs de laboratoire (lots n° 3,1-1, 1-2, 1-3, 5, 2-2 etsous-lots 6-2, 6-3 et 6-4)",Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,1218000.00,F CFA,HD-HT,Diffusion-Repré sentation-Promo tion (DRP)
178,2011-03-08,F0178/11,2010,Fourniture de : A- petits matériels et consommables médico-pharmaceutiques - B - produits et réactifs de laboratoire (lots n° 1 et 2),Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,1120000.00,F CFA,HD-HT,AFSI SA
179,2011-03-08,F0179/11,2010,Fourniture de : A- petits matériels et consommables médico-pharmaceutiques - B - produits et réactifs de laboratoire (lots n° 3 et 4 (sous-lot 4-1)),Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,320000.00,F CFA,HD-HT,Technologies Services
180,2011-03-08,F0180/11,2010,Fourniture de : A- petits matériels et consommables médico-pharmaceutiques - B - produits et réactifs de laboratoire (lot n° 1-4),Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,100000.00,F CFA,HD-HT,SOPHIA SECURIS
181,2011-03-08,F0181/11,2010,Fourniture de : A- petits matériels et consommables médico-pharmaceutiques - B - produits et réactifs de laboratoire (sous-lot n° 4-2),Appel d'offres ouvert,Fournitures,Centre hospitalier national d'enfants Albert Royer,,516000.00,F CFA,HD-HT,MEDILABO
174,2011-03-08,S0174/11,2011,Avenant n° 1 au marché n°S0317/10 relatif à l'entretien et nettoiement du Secteur B,Avenant de renouvellement,Services courants,Centre Hospitalier National de Pikine, CHNP,20420400.00,F CFA,TTC,Nickel Net Sarl
175,2011-03-08,S0175/11,2011,Avenant n°1 au marché n° S0318/10 relatif à l'entretien et au nettoiement du secteur A du CHN de Pikine,Avenant de renouvellement,Services courants,Centre Hospitalier National de Pikine, CHNP,22627680.00,F CFA,TTC,Ets Khady NDIAYE
185,2011-03-09,C0185/11,2011,"Avenant n°1 relatif au marché portant sur la mission de mise en œuvre du fonds de développement local (FDL) dans les régions de Fatick, Kolda, Tambacounda et Kédougou",Avenant,Prestations intellectuelles,"Ministère des Ecovillages, des Bassins de Rétention, des Lacs artificiels et de la Pisciculture ", PAPIL,70446000.00,F CFA,TTC,Groupe d'Etudes et de Recherche d'Aide à la Décision (GERAD)
186,2011-03-09,C0186/11,2010,"Sélection de consultants pour l'identification du programme d'investissement routier de soutien au développement économique de la zone des Niayes (Rufisque- Lompoul) et réalisation des études techniques (APS, APD, DAO)",DP/LR,Prestations intellectuelles,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,452245595.00,F CFA,TTC,Groupement HYDROARCH/SERIN G Ingegneria / APAVE Sahel
182,2011-03-09,F0182/11,2011,Avenant de renouvellement n°1 au marché n° F0790/10 relatif à la fourniture de gaz médical,Avenant,Fournitures,Centre hospitalier national d'enfants Albert Royer, CHNEAR,52440000.00,F CFA,TTC,SAHEL GAZ
183,2011-03-09,S0183/11,2011,Avenant de renouvellement n°1 au marché n° S0782/10 relatif à la gestion et exploitation de la cuisine du CHNEAR,Avenant,Services courants,Centre hospitalier national d'enfants Albert Royer,,134204130.00,F CFA,TTC,GIE GAIT NEGOCE
184,2011-03-09,T0184/11,2010,Travaux de construction de 19 salles de classe et 05 blocs d'hygiène dans 10 écoles élémentaires de la Communauté rurale de Bounkiling - Département de Sédhiou,Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,114751832.00,F CFA,HD-HT,T.P.C.C
187,2011-03-10,F0187/11,2010,"Acquisition de fourniture de bureau, de consommables informatiques, d'imprimés, de supports IEC et de produits d'entretien (lot n°1)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de la Prévention ,,33057750.00,F CFA,TTC,Imprimerie Papeterie Le Gandiol
188,2011-03-10,F0188/11,2010,"Acquisition de fourniture de bureau, de consommables informatiques, d'imprimés, de supports IEC et de produits d'entretien (lot n°5)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de la Prévention ,,34725000.00,F CFA,TTC,Entreprise Sénégalaise de Distribution (ESD)
189,2011-03-10,F0189/11,2010,"Acquisition de fourniture de bureau, de consommables informatiques, d'imprimés, de supports IEC et de produits d'entretien (lot n°2: consommables informatiques)",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de la Prévention ,,24355000.00,F CFA,TTC,Entreprise Sénégalaise de Distribution (ESD)
190,2011-03-11,F0190/11,2010,Acquisition d'ouvrages de référence pour 15 bibliothèques,Appel d'offres ouvert,Fournitures,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire et du Moyen",,44477748.00,F CFA,HD-HT,Unitrade
191,2011-03-11,F0191/11,2010,Achat et installation d'un système de cuisson pour réfectoire,Appel d'offres restreint,Fournitures,ITA, ITA,15599600.00,F CFA,TTC,CONTECHS
192,2011-03-11,F0192/11,2010,Achat et installation des matériels et équipements de réfectoire,Appel d'offres ouvert,Fournitures,ITA,,6775560.00,F CFA,TTC,CONTECHS
193,2011-03-11,F0193/11,2010,"Fourniture de matériels médico-chirurgicaux à usage unique (lot n° 7, 11, 12 et 15)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,17836085.00,F CFA,HD-HT,Science & Technology Engineering (STE)
194,2011-03-11,F0194/11,2010,"Fourniture de matériels médico-chirurgicaux à usage unique (lots n° 1, 3, 6, 7 (art 1, 2, 3, 4, 5), 8, et 9)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,13920250.00,F CFA,HD-HT,DELTA MEDICAL
195,2011-03-11,F0195/11,2010,Fourniture de matériels médico-chirurgicaux à usage unique (lot n° 3),Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,1156800.00,F CFA,HD-HT,Technologies Services
196,2011-03-11,F0196/11,2010,"Fourniture de matériels médico-chirurgicaux à usage unique (lots n° 1, 3 et 9)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,10799534.00,F CFA,HT,Air Liquide SEGOA
197,2011-03-11,F0197/11,2010,"Fourniture de matériels médico-chirurgicaux à usage unique (lots n° 1, 2, 3, 6, 7 et 11)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,20576000.00,F CFA,HD-HT,GLOBAL PHARMA
198,2011-03-11,F0198/11,2010,"Fourniture de matériels médico-chirurgicaux à usage unique (lots n° 1, 3, 4, 5, 6, 7, et 9)",Appel d'offres ouvert,Fournitures,Hôpital Principal de Dakar,,36648650.00,F CFA,HD-HT,VITALPHARM
201,2011-03-14,S0200/11,2011,Contrat de restauration du personnel de l'ONAS,Appel d'offres restreint,Services courants,ONAS,,37170000.00,F CFA,TTC,Le Niwa Restaurant-Trai teur-Bar
199,2011-03-14,S0201/11,2010,Service de gardiennage et de surveillance des locaux et sites de l'Agence des Aéroports du Sénégal (lot n° 2: Installation d'Accueil),Appel d'offres ouvert,Services courants,Agence des aéroports du Sénégal (ADS),,42840000.00,F CFA,TTC,Fambène Sécurité
200,2011-03-14,T0199/11,2010,"Construction et réhabilitation de maternités et dispensaires dans quatre postes de santé du district sanitaire de Bignona: Oulampane, Tendième, Tenghory arrondissement et Sindialon",Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,118728157.00,F CFA,HD-HT,Entreprise ALHAMDOULILAH
202,2011-03-15,S0202/11,2010,"Service de gardiennage et de surveillance des locaux et sites de l'Agence des Aéroports du Sénégal (lot n° 3: locaux, bureaux et logements)",Appel d'offres ouvert,Services courants,Agence des aéroports du Sénégal (ADS),,38232000.00,F CFA,TTC,Fambène Sécurité
205,2011-03-16,C0208/11,2011,Supervision et suivi des travaux de viabilisation primaire de la zone de recasement Keur Massar -Tivaouane Peulh,DP/LR,Prestations intellectuelles,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,775312193.00,F CFA,TTC,STUDI International
203,2011-03-16,F0203/11,2010,Acquisition de véhicules pour le compte du Fonds de soutien à la mise en oeuvre de la gestion biologique des acridiens (lot n° 2: deux (02) véhicules 4X4 Pick up),Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture , direction de l'agriculture,23800000.00,F CFA,TTC,Espace Auto
204,2011-03-16,F0204/11,2010,Acquisition de véhicules pour le compte du Fonds de soutien à la mise en oeuvre de la gestion biologique des acridiens (lot n° 1: un (01) véhicule 4X4 Station wagon),Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture , direction de l'agriculture,24909000.00,F CFA,TTC,CFAO Motors Sénégal
206,2011-03-16,T0205/11,2010,"Travaux de construction des centres de santé modulaires de Hann Maristes, Libérté 6 et Ngor ( lot N° 1)",Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,392912104.00,F CFA,HD-HT,S.E.B.T.P.A SARL
207,2011-03-16,T0206/11,2010,"Travaux de construction des centres de santé modulaires de Hann Maristes, Libérté 6 et Ngor ( lot N° 2)",Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,346409431.00,F CFA,HD-HT,S.E.B.T.P.A SARL
208,2011-03-16,T0207/11,2010,"Travaux de construction des centres de santé modulaires de Hann Maristes, Libérté 6 et Ngor ( lot N° 3)",Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,399264784.00,F CFA,HD-HT,S.E.B.T.P.A SARL
209,2011-03-17,C0209/11,2010,Maîtrise d'oeuvre des travaux d'entretien courant et périodique sur le réseau routier classé PERA 2009 (mission 1: Régions de Saint-Louis et Louga),DP/LR,Prestations intellectuelles,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,50079200.00,F CFA,TTC,BETEG GROUPE SN
210,2011-03-17,C0210/11,2010,Maîtrise d'oeuvre des travaux d'entretien courant et périodique sur le réseau routier classé PERA 2009 (mission 2: Régions de Thiès et Diourbel),Appel d'offres ouvert,Prestations intellectuelles,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,51914100.00,F CFA,TTC,Etudes et Expertise de Réalisation (EER)
211,2011-03-17,C0211/11,2010,Maîtrise d'oeuvre des travaux d'entretien courant et périodique sur le réseau routier classé PERA 2009 (mission 3: Région de Dakar),Appel d'offres ouvert,Prestations intellectuelles,Agence des Travaux et de Gestion des Routes du Sénégal (AGEROUTE),,57950000.00,F CFA,TTC,GEOMAPS Sénégal
212,2011-03-17,F0212/11,2010,Fourniture et l'installation de matériels de médecine aéronautique (lot n° 5 : matériel d'exploration fonctionnelle),Appel d'offres ouvert,Fournitures,Agence Nationale de l'Aviation Civile du Sénégal,,9785701.00,F CFA,TTC,Science & Technology Engineering (STE)
216,2011-03-18,F0216/11,2010,Fourniture de divers matériels et équipements scientifiques de laboratoire,Appel d'offres ouvert,Fournitures,ISRA,,278165357.00,F CFA,HD-HT,CAFOMT
213,2011-03-18,T0213/11,2010,"Construction d'équipements socio-collectifs, marchands, administratifs et technique dans la Commune de THIADIAYE (lot n° 1: construction d'un stade municipal)",Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,77221396.00,F CFA,HD-HT,Entreprise ALHAMDOULILAH
214,2011-03-18,T0214/11,2010,"Construction d'équipements socio-collectifs, marchands, administratifs et technique dans la Commune de THIADIAYE (lot n° 2: construction de l'hôtel de ville et travaux confortatifs de la gare routière)",Appel d'offres ouvert,Travaux,Agence d'Execution des Travaux d'Intérêt Public contre le sous-emploi AGETIP,,115084370.00,F CFA,HD-HT,DIATAR-EDIFICE
215,2011-03-18,T0215/11,2011,Avenant n° 1 au marché n° T0279/10 relatif aux travaux de rénovation et d'extension du siège de l'ONAS,Avenant,Travaux,ONAS,,14999413.00,F CFA,TTC,SGT LE TAIF
217,2011-03-18,T0217/11,2011,Pompage du Bassin de BAGDAD,Entente directe,Travaux,Ministère de l'Intérieur ,,25488000.00,F CFA,TTC,Entreprise Générale de Travaux (EGX)
218,2011-03-18,T0218/11,2011,Pompage du Bassin de MEDINA GOUNASS,Entente directe,Travaux,Ministère de l'Intérieur ,,25488000.00,F CFA,TTC,Entreprise Générale de Travaux (EGX)
219,2011-03-18,T0219/11,2011,Pompage du lac WOUYE: pompage pré hivernal du LAC WOUYE,Entente directe,Travaux,Ministère de l'Intérieur ,,84399500.00,F CFA,TTC,COBATER SA
220,2011-03-18,T0220/11,2011,Pompage du bassin de Wakhinane Nimzatt,Entente directe,Travaux,Ministère de l'Intérieur ,,25488000.00,F CFA,TTC,Entreprise Générale de Travaux (EGX)
221,2011-03-18,T0221/11,2011,Pompage du lac WOUYE: pompage du Lac Wouye à Keur Massar,Entente directe,Travaux,Ministère de l'Intérieur ,,74894600.00,F CFA,TTC,Entreprise Générale de Travaux (EGX)
223,2011-03-22,F0223/11,2010,Acquisition de matériel biomédical pour le CHN de Pikine (lot n° 3),Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,1383390.00,F CFA,HD-HT,CAESA SARL SENEGAL
224,2011-03-22,F0224/11,2010,Acquisition de matériel biomédical pour le CHN de Pikine (lots n° 2 et 9),Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,6864371.00,F CFA,HD-HT,AFRIMED
225,2011-03-22,F0225/11,2010,"Acquisition de matériel biomédical pour le CHN de Pikine (lots n° 1, 7 et 8)",Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,13747870.00,F CFA,HD-HT,Science & Technology Engineering (STE)
226,2011-03-22,F0226/11,2010,Acquisition de matériel biomédical pour le CHN de Pikine (lot n° 6),Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,13761000.00,F CFA,HD-HT,SSM Systèmes Médicaux
227,2011-03-22,F0227/11,2010,Acquisition de matériel biomédical pour le CHN de Pikine (lot n° 10),Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,11993385.00,F CFA,HD-HT,DIMINTER
228,2011-03-22,F0228/11,2010,Acquisition de matériel biomédical pour le CHN de Pikine (lot n° 5),Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,11764491.00,F CFA,HD-HT,TBS HEALTH CONSULTING sarl
229,2011-03-22,F0229/11,2011,avenant n° 1 au marché n° F0331/10 relatif à la fourniture de denrées alimentaires à la MAC du Cap Manuel (lots n° 1 & 3),Avenant de renouvellement,Fournitures,Ministère de la Justice , DAP,8000000.00,F CFA,TTC,Entreprise Beugue Borom Touba (EBBT)
230,2011-03-22,F0230/11,2011,avenant n° 1 au marché n° F0333/10 relatif à la fourniture de légumes et condiments à la MAC du Cap Manuel (lot n° 4),Avenant de renouvellement,Fournitures,Ministère de la Justice , DAP,2000000.00,F CFA,TTC,Entreprise Keur Serigne Fallou (EKSF)
231,2011-03-22,F0231/11,2010,Acquisition de matériel biomédical pour le CHN de Pikine (lot n° 4),Appel d'offres ouvert,Fournitures,Centre Hospitalier National de Pikine,,5480000.00,F CFA,HD-HT,DIAHONOR
222,2011-03-22,T0222/11,2010,"Construction de 116 diguettes en cadre dans les régions de Kolda, Kaolack, Kédougou, Sédhiou et tambacounda",Appel d'offres ouvert,Travaux,Institut National de Pédologie (INP),,44793980.00,F CFA,TTC,DISMAT
232,2011-03-23,F0232/11,2011,Fourniture d'un véhicule 4X4 satation wagon et de deux véhicules 4X4 pick up double cabines,Appel d'offres ouvert,Fournitures,"Ministère de l'Habitat , de la Construction et de l'Hydraulique",,55950000.00,F CFA,TTC,EMG UNIVERSAL AUTO
238,2011-03-24,C0238/11,2011,Audit énergétique des réseaux d'éclairage public de la ville de Dakar,DP/LR,Prestations intellectuelles,Mairie de Dakar,,76802000.00,F CFA,TTC,EURL NEO LIGHT (France)
242,2011-03-24,C0242/11,2009,Assistance à maîtrise d'ouvrage du projet d'éclairage public de la ville de Dakar,DP/LR,Prestations intellectuelles,Mairie de Dakar,,387984000.00,F CFA,TTC,EURL NEO LIGHT (France)
